"Original names"	"Glucose"	"Inulin"	"Sucrose"	"Raffinose"	"Melibiose"	"Galactose"	"Lactose"	"Trehalose"	"Maltose"	"Melezitose"	"Methyl-D-glucoside"	"Soluble Starch"	"Cellobiose"	"Salicin"	"L-Sorbose"	"L-Rhamnose"	"D-Xylose"	"L-Arabinose"	"D-Arabinose"	"D-Ribose"	"Methanol"	"Ethanol"	"Glycerol"	"Erythritol"	"Ribitol"	"Galactitol"	"D-Mannitol"	"D-Glucitol"	"myo-Inositol"	"DL-Lactate"	"Succinate"	"Citrate"	"D-Gluconate"	"D-Glucosamine"	"N-Acetyl-D-glucosamine"	"Hexadecane"	"Nitrate"	"Nitrite"	"Vitamin-free"	"2-Keto-D-gluconate"	"5-Keto-D-gluconate"	"Saccharate"	"Xylitol"	"L-Arabinitol"	"Arbutin"	"Propane 1,2 diol"	"Butane 2,3 diol"	"Cadaverine"	"Creatinine"	"L-Lysine"	"Ethylamine"	"50% Glucose"	"10% NaCl/5% glucose"	"Starch formation"	"Urease"	"Gelatin liquefaction"	"0.01% Cycloheximide"	"0.1% Cycloheximide"	"Growth at 19 ℃"	"Growth at 25℃"	"Growth at 30℃"	"Growth at 35℃"	"Growth at 37℃"	"Growth at 40℃"	"Growth at 45℃"	"CoQ (Main component)"	"Mol % G+C (Ave.)"	"DBB"	"OG1179_aa_aligned.fasta"	"OG1179_s1_aa_aligned.fasta"	"OG1179_s1_R_aa_aligned.fasta"	"OG1179_s2_aa_aligned.fasta"
"yHMPu5000034607_Saccharomycopsis_capsularis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"v"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"v"	"v"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"v"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"1"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"8"	"43.4"	"0"	NA	NA	NA	NA
"Saccharomycopsis_malanga"	1	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"v"	"0"	"v"	"1"	"0"	"1"	"1"	"v"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"1"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"Arxula_adeninivorans"	1	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"n"	"n"	"1"	"n"	"0"	"1"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"9"	"n"	"0"	2	2	1	1
"yHMPu5000034681_Blastobotrys_americana"	1	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"n"	"0"	"0"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	2	2	2	2
"yHMPu5000034675_Blastobotrys_mokoenaii"	1	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"n"	"n"	"0"	"n"	"1"	"1"	"n"	"n"	"1"	"1"	"0"	"0"	"n"	"1"	"n"	"1"	"1"	"0"	"1"	"n"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"47.8"	"0"	3	3	3	2
"yHMPu5000034674_Blastobotrys_muscicola"	1	"0"	"1"	"v"	"v"	"1"	"1"	"v"	"1"	"1"	"v"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"1"	"0"	"0"	"n"	"v"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"1"	"1"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	3	3	3	3
"yHMPu5000034673_Blastobotrys_nivea"	1	"v"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"v"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"n"	"1"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	2	2	2	2
"yHMPu5000034671_Blastobotrys_peoriensis"	1	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	4	4	4	4
"yHMPu5000034670_Blastobotrys_proliferans"	1	"v"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"v"	"v"	"v"	"1"	"1"	"1"	"v"	"1"	"1"	"1"	"v"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"v"	"1"	"1"	"n"	"1"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	3	3	2	2
"yHMPu5000034669_Blastobotrys_raffinofermentans"	1	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"1"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	2	2	2	2
"yHMPu5000034667_Blastobotrys_serpentis"	1	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"9"	"50.2"	"0"	3	3	3	3
"yHMPu5000034646_Wickerhamiella_cacticola"	1	"0"	"0"	"0"	"n"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"v"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"Wickerhamiella_domercqiae"	1	"0"	"v"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"v"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"n"	"48.6"	"0"	NA	NA	NA	NA
"yHMPu5000035045_Barnettozyma_hawaiiensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"v"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000035046_Barnettozyma_populi"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"44"	"0"	NA	NA	NA	NA
"yHMPu5000035047_Barnettozyma_pratensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"0"	"1"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"39.9"	"0"	1	1	1	1
"yHMPu5000035048_Barnettozyma_salicaria"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"37.799999999999997"	"0"	NA	NA	NA	NA
"yHMPu5000035703_Cyberlindnera_americana"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"0"	"v"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"43.4"	"0"	3	3	2	2
"Cyberlindnera_fabianii_JCM3601"	1	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"46.7"	"0"	2	2	1	1
"Cyberlindnera_jadinii"	1	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"1"	"v"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"44.7"	"0"	1	1	1	1
"yHMPu5000035699_Cyberlindnera_maclurae"	1	"v"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	1	1	1	1
"yHMPu5000034979_Cyberlindnera_misumaiensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	1	1	1	NA
"yHMPu5000035325_Cyberlindnera_petersonii"	1	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"44.3"	"0"	1	1	1	1
"yHMPu5000035687_Cyberlindnera_suaveolens"	1	"v"	"1"	"1"	"0"	"0"	"0"	"v"	"0"	"v"	"v"	"0"	"1"	"v"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"v"	"v"	"0"	"1"	"1"	"v"	"1"	"0"	"0"	"0"	"1"	"n"	"1"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"v"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"n"	"44.5"	"0"	NA	NA	NA	NA
"yHMPu5000035658_Starmera_amethionina"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"v"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"33.1"	"0"	NA	NA	NA	NA
"yHMPu5000034594_Starmera_quercuum"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"41.3"	"0"	NA	NA	NA	NA
"yHMPu5000035274_Wickerhamomyces_alni"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"41.9"	"0"	1	1	1	1
"Wickerhamomyces_anomalus"	1	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"v"	"v"	"0"	"v"	"0"	"1"	"1"	"1"	"v"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"v"	"0"	"0"	"0"	"1"	"n"	"1"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"7"	"36.5"	"0"	3	3	3	3
"yHMPu5000035271_Wickerhamomyces_bovis"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"v"	"1"	"1"	"0"	"v"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"41"	"0"	1	1	1	1
"yHMPu5000035639_Wickerhamomyces_canadensis"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"v"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"v"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"40.1"	"0"	1	1	1	1
"Wickerhamomyces_ciferrii"	1	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"n"	"1"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"1"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"7"	"32.200000000000003"	"0"	3	3	3	3
"yHMPu5000035268_Wickerhamomyces_hampshirensis"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"v"	"1"	"0"	"1"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"39.299999999999997"	"0"	4	4	4	4
"yHMPu5000026137_Ambrosiozyma_ambrosiae"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"v"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"v"	"0"	"v"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"v"	"1"	"1"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"v"	"0"	"0"	"0"	"7"	"34.700000000000003"	"0"	2	2	2	2
"Ambrosiozyma_monospora"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"v"	"0"	"v"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"38"	"0"	3	3	3	3
"yHMPu5000034947_Ambrosiozyma_philentoma"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"7"	"35.1"	"0"	3	3	3	3
"Babjeviella_inositovora"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"49.9"	"0"	2	2	1	1
"yHMPu5000034655_Botryozyma_nematodophila"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"n"	"n"	"0"	"0"	"0"	"1"	"n"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"1"	"n"	"n"	"n"	"n"	"n"	"9"	"29.6"	"0"	NA	NA	NA	NA
"Candida_albicans"	1	"0"	"v"	"0"	"0"	"1"	"0"	"v"	"1"	"v"	"v"	"1"	"0"	"0"	"v"	"0"	"1"	"v"	"v"	"v"	"0"	"1"	"v"	"0"	"v"	"0"	"1"	"v"	"0"	"1"	"1"	"1"	"v"	"v"	"v"	"v"	"0"	"0"	"v"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"9"	"35"	"0"	2	2	2	2
"Candida_apicola"	1	"0"	"1"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"v"	"0"	"0"	"v"	"0"	"v"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"v"	"1"	"n"	"0"	"n"	"v"	"0"	"0"	"1"	"1"	"v"	"n"	"0"	"0"	"0"	"9"	"45"	"0"	NA	NA	NA	NA
"Candida_arabinofermentans"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"v"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034632_Candida_athensensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"v"	"1"	"v"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"n"	"1"	"1"	"1"	"1"	"1"	"v"	"n"	"0"	"0"	"n"	"n"	"0"	2	2	2	2
"yHMPu5000035286_Candida_azyma"	1	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"v"	"v"	"v"	"0"	"0"	"1"	"1"	"0"	"v"	"v"	"1"	"1"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"54.4"	"0"	1	1	1	1
"Nakaseomyces_bracarensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"n"	"n"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"35.5"	"0"	NA	NA	NA	NA
