"ID"	"Species name"	"original_genome_id"	"old_speceis_names"	"speceis_names_fig2"	"hex"	"id_table S1"	"Major clade"	"clade_order"	"Family"	"Genus"	"CUG usage"	"ratio_hq"	"num_hq"	"select"
"291"	291	"Saccharomyces paradoxus"	"saccharomyces_paradoxus"	"Saccharomyces_paradoxus"	"Saccharomyces_paradoxus"	"#0012ff"	296	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Saccharomyces"	"Leu"	0.537316435324884	2671	"Yes"
"292"	292	"Saccharomyces mikatae"	"saccharomyces_mikatae"	"Saccharomyces_mikatae"	"Saccharomyces_mikatae"	"#0012ff"	295	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Saccharomyces"	"Leu"	0.533595203638619	2581	"Yes"
"293"	293	"Tetrapisispora blattae"	"tetrapisispora_blattae"	"Tetrapisispora_blattae"	"Tetrapisispora_blattae"	"#0012ff"	298	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Tetrapisispora"	"Leu"	0.520331325301205	2764	"No"
"294"	294	"Tetrapisispora phaffii"	"tetrapisispora_phaffii"	"Tetrapisispora_phaffii"	"Tetrapisispora_phaffii"	"#0012ff"	299	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Tetrapisispora"	"Leu"	0.547637195121951	2874	"No"
"295"	295	"Tetrapisispora fleetii"	"yHMPu5000034875_tetrapisispora_fleetii_160519"	"yHMPu5000034875_Tetrapisispora_fleetii"	"Tetrapisispora_fleetii"	"#0012ff"	325	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Tetrapisispora"	"Leu"	0.51611151339609	2851	"No"
"296"	296	"Torulaspora delbrueckii"	"torulaspora_delbrueckii"	"Torulaspora_delbrueckii"	"Torulaspora_delbrueckii"	"#0012ff"	300	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Torulaspora"	"Leu"	0.623149394347241	2778	"No"
"297"	297	"Torulaspora maleeae"	"yHMPu5000035652_torulaspora_maleeae_160613"	"yHMPu5000035652_Torulaspora_maleeae"	"Torulaspora_maleeae"	"#0012ff"	319	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Torulaspora"	"Leu"	0.602163178932518	2561	"No"
"298"	298	"Torulaspora pretoriensis"	"yHMPu5000034881_torulaspora_pretoriensis_160519"	"yHMPu5000034881_Torulaspora_pretoriensis"	"Torulaspora_pretoriensis"	"#0012ff"	322	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Torulaspora"	"Leu"	0.61992159657876	3479	"No"
"299"	299	"Torulaspora microellipsoides"	"yHMPu5000035651_torulaspora_microellipsoides_160519"	"yHMPu5000035651_Torulaspora_microellipsoides"	"Torulaspora_microellipsoides"	"#0012ff"	320	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Torulaspora"	"Leu"	0.597066107830063	3134	"No"
"300"	300	"Vanderwaltozyma polyspora"	"vanderwaltozyma_polyspora"	"Vanderwaltozyma_polyspora"	"Vanderwaltozyma_polyspora"	"#0012ff"	301	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Vanderwaltozyma"	"Leu"	0.546426661914097	3066	"Yes"
"301"	301	"Yueomyces sinensis"	"yHMPu5000035629_yueomyces_sinensis_160519"	"yHMPu5000035629_Yueomyces_sinensis"	"Yueomyces_sinensis"	"#0012ff"	321	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Yueomyces"	"Leu"	0.496355685131195	2724	"No"
"302"	302	"Zygosaccharomyces rouxii"	"zygosaccharomyces_rouxii"	"Zygosaccharomyces_rouxii"	"Zygosaccharomyces_rouxii"	"#0012ff"	303	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Zygosaccharomyces"	"Leu"	0.615973741794311	2815	"No"
"303"	303	"Zygosaccharomyces bailii"	"zygosaccharomyces_bailii"	"Zygosaccharomyces_bailii"	"Zygosaccharomyces_bailii"	"#0012ff"	302	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Zygosaccharomyces"	"Leu"	0.602242744063325	2739	"No"
"304"	304	"Zygosaccharomyces bisporus"	"yHMPu5000034866_zygosaccharomyces_bisporus_160519"	"yHMPu5000034866_Zygosaccharomyces_bisporus"	"Zygosaccharomyces_bisporus"	"#0012ff"	326	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Zygosaccharomyces"	"Leu"	0.60021436227224	2800	"No"
"305"	305	"Zygotorulaspora florentina"	"yHMPu5000034862_zygotorulaspora_florentina_160519"	"yHMPu5000034862_Zygotorulaspora_florentina"	"Zygotorulaspora_florentina"	"#0012ff"	328	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Zygotorulaspora"	"Leu"	0.593360160965795	2949	"No"
"306"	306	"Hanseniaspora valbyensis"	"hanseniaspora_valbyensis"	"Hanseniaspora_valbyensis"	"Hanseniaspora_valbyensis"	"#12958A"	255	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Hanseniaspora"	"Leu"	0.421580425190534	2102	"No"
"307"	307	"Hanseniaspora uvarum"	"hanseniaspora_uvarum"	"Hanseniaspora_uvarum"	"Hanseniaspora_uvarum"	"#12958A"	254	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Hanseniaspora"	"Leu"	0.475094876660342	2003	"No"
"308"	308	"Hanseniaspora pseudoguilliermondii"	"yHMPu5000035695_hanseniaspora_pseudoguilliermondii_160519"	"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii"	"Hanseniaspora_pseudoguilliermondii"	"#12958A"	258	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Hanseniaspora"	"Leu"	0.473660308810173	2086	"No"
"309"	309	"Kloeckera hatyaiensis"	"yHMPu5000035684_kloeckera_hatyaiensis_160519"	"yHMPu5000035684_Kloeckera_hatyaiensis"	"Kloeckera_hatyaiensis"	"#12958A"	259	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Kloeckera"	"Leu"	0.457098968619706	2083	"No"
"310"	310	"Zygotorulaspora mrakii"	"yHMPu5000026256_zygotorulaspora_mrakii_161215"	"yHMPu5000026256_Zygotorulaspora_mrakii"	"Zygotorulaspora_mrakii"	"#0012ff"	331	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Zygotorulaspora"	"Leu"	0.591456967646437	2797	"Yes"
"311"	311	"Hanseniaspora vineae"	"hanseniaspora_vinae"	"Hanseniaspora_vinae"	"Hanseniaspora_vineae"	"#12958A"	256	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Hanseniaspora"	"Leu"	0.526099198613818	2429	"Yes"
"312"	312	"Lachancea waltii"	"lachancea_waltii"	"Lachancea_waltii"	"Lachancea_waltii"	"#0012ff"	283	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.58933745412401	3051	"No"
"313"	313	"Kazachstania kunashirensis"	"yHAB160_kazachstania_kunashirensis_160519"	"yHAB160_Kazachstania_kunashirensis"	"Kazachstania_kunashirensis"	"#0012ff"	312	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.552400914634146	2899	"Yes"
"314"	314	"Kazachstania martiniae"	"yHAB132_kazachstania_martiniae_160519"	"yHAB132_Kazachstania_martiniae"	"Kazachstania_martiniae"	"#0012ff"	307	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.520649488175079	2950	"No"
"315"	315	"Kazachstania rosinii"	"yHAB153_kazachstania_rosinii_160519"	"yHAB153_Kazachstania_rosinii"	"Kazachstania_rosinii"	"#0012ff"	317	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.542433345850544	2889	"No"
"316"	316	"Kazachstania taianensis"	"yHAB147_kazachstania_taianensis_160519"	"yHAB147_Kazachstania_taianensis"	"Kazachstania_taianensis"	"#0012ff"	309	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.523800272003109	2696	"No"
"317"	317	"Kazachstania bromeliacearum"	"yHAB136_kazachstania_bromeliacearum_160519"	"yHAB136_Kazachstania_bromeliacearum"	"Kazachstania_bromeliacearum"	"#0012ff"	304	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.550209205020921	2893	"No"
"318"	318	"Kazachstania unispora"	"yHAB133_kazachstania_unispora_160519"	"yHAB133_Kazachstania_unispora"	"Kazachstania_unispora"	"#0012ff"	306	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.534328901839374	2934	"No"
"319"	319	"Kazachstania turicensis"	"yHAB134_kazachstania_turicensis_160519"	"yHAB134_Kazachstania_turicensis"	"Kazachstania_turicensis"	"#0012ff"	305	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.506779661016949	2990	"No"
"320"	320	"Kazachstania intestinalis"	"yHAB148_kazachstania_intestinalis_160519"	"yHAB148_Kazachstania_intestinalis"	"Kazachstania_intestinalis"	"#0012ff"	310	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.587721081520634	2891	"No"
"321"	321	"Kazachstania transvaalensis"	"yHAB154_kazachstania_transvaalensis_160519"	"yHAB154_Kazachstania_transvaalensis"	"Kazachstania_transvaalensis"	"#0012ff"	316	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.479767586636232	2312	"No"
"322"	322	"Kazachstania solicola"	"yHAB159_kazachstania_solicola_160519"	"yHAB159_Kazachstania_solicola"	"Kazachstania_solicola"	"#0012ff"	313	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.506293002181574	3017	"No"
"323"	323	"Kazachstania aerobia"	"yHAB164_kazachstania_aerobia_160519"	"yHAB164_Kazachstania_aerobia"	"Kazachstania_aerobia"	"#0012ff"	311	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.539934248694643	2792	"No"
"324"	324	"Kazachstania spencerorum"	"yHAB155_kazachstania_spencerorum_160519"	"yHAB155_Kazachstania_spencerorum"	"Kazachstania_spencerorum"	"#0012ff"	315	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.482465626448324	3123	"No"
"325"	325	"Kazachstania siamensis"	"yHAB143_kazachstania_siamensis_160519"	"yHAB143_Kazachstania_siamensis"	"Kazachstania_siamensis"	"#0012ff"	308	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.546377660613162	2798	"No"
"326"	326	"Tetrapisispora namnaonensis"	"yHMPu5000034877_tetrapisispora_namnaonensis_160519"	"yHMPu5000034877_Tetrapisispora_namnaonensis"	"Tetrapisispora_namnaonensis"	"#0012ff"	323	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Tetrapisispora"	"Leu"	0.507975460122699	2898	"No"
"327"	327	"Tetrapisispora iriomotensis"	"yHMPu5000034876_tetrapisispora_iriomotensis_160519"	"yHMPu5000034876_Tetrapisispora_iriomotensis"	"Tetrapisispora_iriomotensis"	"#0012ff"	324	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Tetrapisispora"	"Leu"	0.531391698639693	3047	"No"
"328"	328	"Torulaspora franciscae"	"yHMPu5000026152_torulaspora_franciscae_160519"	"yHMPu5000026152_Torulaspora_franciscae"	"Torulaspora_franciscae"	"#0012ff"	332	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Torulaspora"	"Leu"	0.597710383611167	2976	"No"
"329"	329	"Zygosaccharomyces kombuchaensis"	"yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519"	"yHMPu5000034865_Zygosaccharomyces_kombuchaensis"	"Zygosaccharomyces_kombuchaensis"	"#0012ff"	327	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Zygosaccharomyces"	"Leu"	0.591113105924596	2634	"No"
"330"	330	"Hanseniaspora osmophila"	"yHMPu5000034957_hanseniaspora_osmophila_160519"	"yHMPu5000034957_Hanseniaspora_osmophila"	"Hanseniaspora_osmophila"	"#12958A"	261	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Hanseniaspora"	"Leu"	0.49750149910054	2489	"No"
"331"	331	"Hanseniaspora singularis"	"yHMPu5000035696_hanseniaspora_singularis_160519"	"yHMPu5000035696_Hanseniaspora_singularis"	"Hanseniaspora_singularis"	"#12958A"	257	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Hanseniaspora"	"Leu"	0.415082895268904	2053	"No"
"332"	332	"Hanseniaspora clermontiae"	"yHMPu5000034963_hanseniaspora_clermontiae_160519"	"yHMPu5000034963_Hanseniaspora_clermontiae"	"Hanseniaspora_clermontiae"	"#12958A"	260	"Saccharomycodaceae"	11	"Saccharomycodaceae"	"Hanseniaspora"	"Leu"	0.45277463193658	1999	"No"
"333"	333	"Arthrobotrys oligospora"	"arthrobotrys_oligospora"	"Arthrobotrys_oligospora"	"Arthrobotrys_oligospora"	"#050f07"	333	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.470856741573034	5364	"NA"
"334"	334	"Aspergillus nidulans"	"aspergillus_nidulans"	"Aspergillus_nidulans"	"Aspergillus_nidulans"	"#050f07"	334	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.624551463644948	6614	"NA"
"335"	335	"Botrytis cinerea"	"botrytis_cinerea"	"Botrytis_cinerea"	"Botrytis_cinerea"	"#050f07"	335	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.36388600720083	5963	"NA"
"336"	336	"Coccidioides immitis"	"Coccidioides_immitis"	"Coccidioides_immitis"	"Coccidioides_immitis"	"#050f07"	336	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.492179565305708	4846	"NA"
"337"	337	"Fusarium graminearum"	"fusarium_graminearum"	"Fusarium_graminearum"	"Fusarium_graminearum"	"#050f07"	337	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.569270282520018	7536	"NA"
"338"	338	"Neurospora crassa"	"neurospora_crassa"	"Neurospora_crassa"	"Neurospora_crassa"	"#050f07"	338	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.496488435246746	5302	"NA"
"339"	339	"Saitoella complicata"	"Saitoella_complicata"	"Saitoella_complicata"	"Saitoella_complicata"	"#050f07"	339	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.634	4438	"NA"
"340"	340	"Sclerotinia sclerotiorum"	"sclerotinia_sclerotiorum"	"Sclerotinia_sclerotiorum"	"Sclerotinia_sclerotiorum"	"#050f07"	340	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.386352615171458	5577	"NA"
"341"	341	"Stagonospora nodorum"	"stagonospora_nodorum"	"Stagonospora_nodorum"	"Stagonospora_nodorum"	"#050f07"	341	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.502274573517466	6183	"NA"
"342"	342	"Xylona heveae"	"xylona_heveae"	"Xylona_heveae"	"Xylona_heveae"	"#050f07"	342	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.56745787725987	4614	"NA"
"343"	343	"Schizosaccharomyces pombe"	"schizosaccharomyces_pombe"	"Schizosaccharomyces_pombe"	"Schizosaccharomyces_pombe"	"#050f07"	343	"outgroup"	0	"outgroup"	"outgroup"	"Leu"	0.670196078431373	3418	"NA"
